idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
11,1,4.411972,3.355193,1.056779,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,3.030531,0.096725,0.264262,0.150358,0.225093,2.44013,0.431837,0.150358,0.263134,0.175273,0.023946,0.831686,HighNoise,HighNoise-1-20260809-23:07:25-359440,1,HighNoise-1-20260809-23:07:25-359440|phase2|1,1,1,1,sha3,10,,,,1.496314,0.431837,0.014878,0.028484,0.199082,0.006201,0.014447,0.021311,0.192758,0.006412,104,85,43,545,1,0
12,1,4.202225,3.113,1.089225,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,2.789179,0.102085,0.252213,0.152743,0.236517,2.253784,0.40256,0.152743,0.242805,0.169952,0.018335,0.852708,HighNoise,HighNoise-1-20260809-23:07:25-359440,2,HighNoise-1-20260809-23:07:25-359440|phase2|2,1,1,1,sha3,10,,,,1.51139,0.40256,0.014468,0.020811,0.196956,0.003026,0.014207,0.020038,0.197718,0.004459,104,85,43,545,1,0
13,1,4.157407,3.082439,1.074968,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=HighNoise,2.770362,0.090743,0.252408,0.146901,0.246567,2.262842,0.380117,0.146901,0.242404,0.165107,0.018275,0.828402,HighNoise,HighNoise-1-20260809-23:07:25-359440,3,HighNoise-1-20260809-23:07:25-359440|phase2|3,1,1,1,sha3,10,,,,1.492483,0.380117,0.014037,0.020189,0.190806,0.003005,0.013857,0.019728,0.18823,0.004137,104,85,43,545,1,0
14,1,4.158864,3.097319,1.061545,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=HighNoise,2.787085,0.092196,0.271349,0.14635,0.216598,2.271458,0.388684,0.14635,0.252353,0.179885,0.017534,0.844948,HighNoise,HighNoise-1-20260809-23:07:25-359440,4,HighNoise-1-20260809-23:07:25-359440|phase2|4,1,1,1,sha3,10,,,,1.51278,0.388684,0.013997,0.019668,0.191787,0.002916,0.013927,0.019828,0.188331,0.003948,104,85,43,545,1,0
15,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,2.259615,0.351152,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-1-20260809-23:07:25-359440,5,HighNoise-1-20260809-23:07:25-359440|phase2|5,1,1,1,sha3,10,,,,0.0,0.351152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
16,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,2.243995,0.351303,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-1-20260809-23:07:25-359440,6,HighNoise-1-20260809-23:07:25-359440|phase2|6,1,1,1,sha3,10,,,,0.0,0.351303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
17,1,4.15477,3.07222,1.08255,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=HighNoise,2.759963,0.092347,0.242444,0.147452,0.216069,2.244446,0.390608,0.147452,0.243687,0.159208,0.017353,0.866481,HighNoise,HighNoise-1-20260809-23:07:25-359440,7,HighNoise-1-20260809-23:07:25-359440|phase2|7,1,1,1,sha3,10,,,,1.484202,0.390608,0.014037,0.02045,0.191376,0.002776,0.013836,0.020258,0.188861,0.004137,104,85,43,545,1,0
18,1,4.177519,3.102991,1.074528,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=HighNoise,2.785301,0.093609,0.283112,0.147443,0.221452,2.275866,0.381941,0.147443,0.253485,0.202522,0.022804,0.853076,HighNoise,HighNoise-1-20260809-23:07:25-359440,8,HighNoise-1-20260809-23:07:25-359440|phase2|8,1,1,1,sha3,10,,,,1.560162,0.381941,0.014167,0.020128,0.192648,0.004609,0.013967,0.020338,0.187499,0.004199,104,85,43,545,1,0
19,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,2.297708,0.353827,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-1-20260809-23:07:25-359440,9,HighNoise-1-20260809-23:07:25-359440|phase2|9,1,1,1,sha3,10,,,,0.0,0.353827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
20,1,4.226543,3.148384,1.078159,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=HighNoise,2.817949,0.104531,0.263602,0.155088,0.248624,2.272322,0.388726,0.155088,0.257674,0.171762,0.020259,0.829535,HighNoise,HighNoise-2-20260809-23:07:27-359440,0,HighNoise-2-20260809-23:07:27-359440|phase2|0,2,2,2,sha3,10,,,,1.513523,0.388726,0.015379,0.021551,0.223569,0.004088,0.014848,0.028885,0.190466,0.015479,104,85,43,545,1,0
21,1,4.21289,3.139427,1.073463,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,2.824913,0.091165,0.246729,0.147954,0.223881,2.289114,0.404256,0.147954,0.24505,0.182786,0.018606,0.849582,HighNoise,HighNoise-2-20260809-23:07:27-359440,1,HighNoise-2-20260809-23:07:27-359440|phase2|1,2,2,2,sha3,10,,,,1.502978,0.404256,0.014188,0.020549,0.194002,0.003276,0.013997,0.020018,0.18847,0.00488,104,85,43,545,1,0
22,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,2.254668,0.365943,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-2-20260809-23:07:27-359440,2,HighNoise-2-20260809-23:07:27-359440|phase2|2,2,2,2,sha3,10,,,,0.0,0.365943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
23,1,4.163234,3.079902,1.083332,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=HighNoise,2.767623,0.091416,0.258927,0.147032,0.2246,2.257032,0.38509,0.147032,0.243157,0.159875,0.018215,0.858733,HighNoise,HighNoise-2-20260809-23:07:27-359440,3,HighNoise-2-20260809-23:07:27-359440|phase2|3,2,2,2,sha3,10,,,,1.502133,0.38509,0.013927,0.019798,0.191828,0.002976,0.013765,0.019257,0.188301,0.004438,104,85,43,545,1,0
24,1,4.134532,3.085933,1.048599,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=HighNoise,2.774727,0.091115,0.240412,0.146641,0.215864,2.254297,0.39597,0.146641,0.269097,0.203786,0.017924,0.832736,HighNoise,HighNoise-2-20260809-23:07:27-359440,4,HighNoise-2-20260809-23:07:27-359440|phase2|4,2,2,2,sha3,10,,,,1.492796,0.39597,0.013718,0.020029,0.190696,0.002856,0.013697,0.020909,0.208179,0.004228,104,85,43,545,1,0
25,1,4.276816,3.205644,1.071172,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=HighNoise,2.891511,0.095032,0.255479,0.147804,0.230049,2.34388,0.412191,0.147804,0.24495,0.170248,0.018525,0.841123,HighNoise,HighNoise-2-20260809-23:07:27-359440,5,HighNoise-2-20260809-23:07:27-359440|phase2|5,2,2,2,sha3,10,,,,1.496899,0.412191,0.015789,0.02094,0.196067,0.003166,0.014137,0.020398,0.189363,0.00546,104,85,43,545,1,0
26,1,4.188912,3.124539,1.064373,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=HighNoise,2.809734,0.09336,0.269626,0.147814,0.217321,2.27092,0.408073,0.147814,0.277633,0.199708,0.019177,0.847052,HighNoise,HighNoise-2-20260809-23:07:27-359440,6,HighNoise-2-20260809-23:07:27-359440|phase2|6,2,2,2,sha3,10,,,,1.533707,0.408073,0.013968,0.02061,0.193351,0.003527,0.014057,0.020289,0.188813,0.004869,104,85,43,545,1,0
27,1,4.223469,3.157019,1.06645,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=HighNoise,2.822629,0.093489,0.256803,0.158243,0.237282,2.306278,0.387273,0.158243,0.245541,0.160766,0.017904,0.829168,HighNoise,HighNoise-2-20260809-23:07:27-359440,7,HighNoise-2-20260809-23:07:27-359440|phase2|7,2,2,2,sha3,10,,,,1.484019,0.387273,0.013838,0.020841,0.203992,0.003066,0.014008,0.020208,0.188641,0.004849,104,85,43,545,1,0
28,1,4.172464,3.09982,1.072644,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=HighNoise,2.77177,0.091786,0.251251,0.155278,0.239077,2.249428,0.39041,0.155278,0.24524,0.195254,0.017494,0.833566,HighNoise,HighNoise-2-20260809-23:07:27-359440,8,HighNoise-2-20260809-23:07:27-359440|phase2|8,2,2,2,sha3,10,,,,1.519149,0.39041,0.013766,0.021331,0.204081,0.002876,0.013707,0.020069,0.190276,0.003887,104,85,43,545,1,0
29,1,4.185703,3.095342,1.090361,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=HighNoise,2.778764,0.09851,0.258522,0.146932,0.230213,2.249168,0.391632,0.146932,0.257144,0.184573,0.022714,0.860147,HighNoise,HighNoise-2-20260809-23:07:27-359440,9,HighNoise-2-20260809-23:07:27-359440|phase2|9,2,2,2,sha3,10,,,,1.533456,0.391632,0.013626,0.019898,0.191508,0.003376,0.014097,0.020138,0.193682,0.004138,104,85,43,545,1,0
30,1,3.985812,2.914831,1.070981,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=HighNoise,2.604653,0.097628,0.249726,0.14529,0.232185,2.108138,0.352198,0.14529,0.242076,0.186971,0.019598,0.838797,HighNoise,HighNoise-3-20260809-23:07:28-359440,0,HighNoise-3-20260809-23:07:28-359440|phase2|0,3,3,3,sha3,10,,,,1.507678,0.352198,0.014067,0.020218,0.206668,0.003697,0.013557,0.019618,0.186508,0.014738,104,85,43,545,1,0
31,1,4.011052,2.940821,1.070231,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,2.648669,0.085996,0.287174,0.137765,0.234064,2.144277,0.38424,0.137765,0.228219,0.175748,0.016622,0.836167,HighNoise,HighNoise-3-20260809-23:07:28-359440,1,HighNoise-3-20260809-23:07:28-359440|phase2|1,3,3,3,sha3,10,,,,1.533153,0.38424,0.012854,0.018868,0.179346,0.002696,0.013004,0.019006,0.17705,0.004108,104,85,43,545,1,0
32,1,3.946007,2.878821,1.067186,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,2.588462,0.085796,0.265616,0.137074,0.238633,2.104782,0.366095,0.137074,0.225945,0.164095,0.016211,0.828553,HighNoise,HighNoise-3-20260809-23:07:28-359440,2,HighNoise-3-20260809-23:07:28-359440|phase2|2,3,3,3,sha3,10,,,,1.496897,0.366095,0.012824,0.018665,0.178453,0.002656,0.012956,0.018435,0.175899,0.003808,104,85,43,545,1,0
33,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,2.095494,0.335907,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-3-20260809-23:07:28-359440,3,HighNoise-3-20260809-23:07:28-359440|phase2|3,3,3,3,sha3,10,,,,0.0,0.335907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
34,1,3.928395,2.87254,1.055855,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=HighNoise,2.562323,0.084142,0.259567,0.147003,0.217235,2.092197,0.35305,0.147003,0.228059,0.180663,0.016211,0.83862,HighNoise,HighNoise-3-20260809-23:07:28-359440,4,HighNoise-3-20260809-23:07:28-359440|phase2|4,3,3,3,sha3,10,,,,1.496085,0.35305,0.012925,0.027994,0.179635,0.002725,0.012843,0.018355,0.177061,0.003837,104,85,43,545,1,0
35,1,3.949272,2.889262,1.06001,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=HighNoise,2.579465,0.086035,0.294337,0.146873,0.230069,2.093359,0.368189,0.146873,0.228269,0.160983,0.016051,0.82994,HighNoise,HighNoise-3-20260809-23:07:28-359440,5,HighNoise-3-20260809-23:07:28-359440|phase2|5,3,3,3,sha3,10,,,,1.515329,0.368189,0.013024,0.018976,0.187761,0.002544,0.012785,0.018415,0.176359,0.003878,104,85,43,545,1,0
36,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,2.0988,0.295048,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-3-20260809-23:07:28-359440,6,HighNoise-3-20260809-23:07:28-359440|phase2|6,3,3,3,sha3,10,,,,0.0,0.295048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
37,1,3.950738,2.897078,1.05366,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=HighNoise,2.589335,0.09328,0.257979,0.145831,0.218715,2.107918,0.364451,0.145831,0.228339,0.189098,0.016081,0.834945,HighNoise,HighNoise-3-20260809-23:07:28-359440,7,HighNoise-3-20260809-23:07:28-359440|phase2|7,3,3,3,sha3,10,,,,1.500737,0.364451,0.012754,0.018666,0.187953,0.002565,0.012845,0.018235,0.184405,0.003817,104,85,43,545,1,0
38,1,3.976904,2.927938,1.048966,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=HighNoise,2.628069,0.085154,0.241023,0.136784,0.215949,2.120121,0.378309,0.136784,0.227298,0.17993,0.026301,0.833017,HighNoise,HighNoise-3-20260809-23:07:28-359440,8,HighNoise-3-20260809-23:07:28-359440|phase2|8,3,3,3,sha3,10,,,,1.469919,0.378309,0.012945,0.020639,0.187652,0.002835,0.012784,0.018326,0.175669,0.003637,104,85,43,545,1,0
39,1,3.987398,2.900041,1.087357,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=HighNoise,2.607029,0.096115,0.252172,0.138085,0.233682,2.117135,0.370273,0.138085,0.240753,0.175546,0.016842,0.853675,HighNoise,HighNoise-3-20260809-23:07:28-359440,9,HighNoise-3-20260809-23:07:28-359440|phase2|9,3,3,3,sha3,10,,,,1.515075,0.370273,0.013868,0.018806,0.180418,0.002946,0.013305,0.019106,0.19204,0.004339,104,85,43,545,1,0
40,1,4.051556,2.982886,1.06867,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=HighNoise,2.673517,0.090705,0.253513,0.145251,0.227468,2.115728,0.375005,0.145251,0.256997,0.173339,0.018867,0.841202,HighNoise,HighNoise-4-20260809-23:07:29-359440,0,HighNoise-4-20260809-23:07:29-359440|phase2|0,4,4,4,sha3,10,,,,1.495521,0.375005,0.014197,0.019567,0.243872,0.003767,0.013637,0.019567,0.177924,0.019669,104,85,43,545,1,0
41,1,3.962036,2.899729,1.062307,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,2.607054,0.085576,0.247422,0.137806,0.215673,2.112026,0.373833,0.137806,0.237139,0.159418,0.017063,0.846634,HighNoise,HighNoise-4-20260809-23:07:29-359440,1,HighNoise-4-20260809-23:07:29-359440|phase2|1,4,4,4,sha3,10,,,,1.469146,0.373833,0.013085,0.018686,0.179948,0.002866,0.013074,0.018977,0.185689,0.004128,104,85,43,545,1,0
42,1,3.984129,2.902847,1.081282,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,2.592385,0.085916,0.251234,0.147005,0.232516,2.111916,0.36186,0.147005,0.22741,0.178186,0.016452,0.848766,HighNoise,HighNoise-4-20260809-23:07:29-359440,2,HighNoise-4-20260809-23:07:29-359440|phase2|2,4,4,4,sha3,10,,,,1.510702,0.36186,0.013026,0.019247,0.188044,0.002645,0.012876,0.018737,0.176171,0.003827,104,85,43,545,1,0
43,1,3.955228,2.881583,1.073645,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=HighNoise,2.590682,0.09267,0.254426,0.137375,0.245948,2.101555,0.358834,0.137375,0.225476,0.195317,0.016151,0.827697,HighNoise,HighNoise-4-20260809-23:07:29-359440,3,HighNoise-4-20260809-23:07:29-359440|phase2|3,4,4,4,sha3,10,,,,1.523387,0.358834,0.012905,0.018606,0.178846,0.002465,0.012984,0.018205,0.184246,0.003657,104,85,43,545,1,0
44,1,3.955479,2.881102,1.074377,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=HighNoise,2.591152,0.090164,0.276796,0.136714,0.223333,2.096926,0.370407,0.136714,0.226017,0.164659,0.016522,0.851044,HighNoise,HighNoise-4-20260809-23:07:29-359440,4,HighNoise-4-20260809-23:07:29-359440|phase2|4,4,4,4,sha3,10,,,,1.515832,0.370407,0.012905,0.018586,0.185849,0.002755,0.012795,0.018556,0.180319,0.003697,104,85,43,545,1,0
45,1,4.236976,3.17989,1.057086,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=HighNoise,2.752394,0.102859,0.256425,0.193945,0.217876,2.097257,0.49621,0.193945,0.362912,0.190998,0.039606,0.83921,HighNoise,HighNoise-4-20260809-23:07:29-359440,5,HighNoise-4-20260809-23:07:29-359440|phase2|5,4,4,4,sha3,10,,,,1.504508,0.49621,0.022034,0.036439,0.245534,0.004719,0.02088,0.029738,0.228963,0.006012,104,85,43,545,1,0
46,1,3.971172,2.910472,1.0607,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=HighNoise,2.618055,0.09303,0.253378,0.137777,0.215548,2.121725,0.37216,0.137777,0.240255,0.16318,0.016863,0.845152,HighNoise,HighNoise-4-20260809-23:07:29-359440,6,HighNoise-4-20260809-23:07:29-359440|phase2|6,4,4,4,sha3,10,,,,1.477257,0.37216,0.013055,0.018936,0.1818,0.002835,0.013055,0.024077,0.18579,0.004609,104,85,43,545,1,0
47,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,2.115803,0.327805,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-4-20260809-23:07:29-359440,7,HighNoise-4-20260809-23:07:29-359440|phase2|7,4,4,4,sha3,10,,,,0.0,0.327805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
48,1,3.936883,2.880332,1.056551,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=HighNoise,2.588657,0.085115,0.257241,0.137587,0.214669,2.093309,0.376307,0.137587,0.22707,0.158203,0.016501,0.841882,HighNoise,HighNoise-4-20260809-23:07:29-359440,8,HighNoise-4-20260809-23:07:29-359440|phase2|8,4,4,4,sha3,10,,,,1.471995,0.376307,0.012937,0.018937,0.179427,0.002756,0.012856,0.018676,0.17598,0.003757,104,85,43,545,1,0
49,1,3.979885,2.915972,1.063913,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=HighNoise,2.626311,0.086478,0.251906,0.136795,0.220797,2.141663,0.364495,0.136795,0.226698,0.171399,0.016071,0.843115,HighNoise,HighNoise-4-20260809-23:07:29-359440,9,HighNoise-4-20260809-23:07:29-359440|phase2|9,4,4,4,sha3,10,,,,1.487218,0.364495,0.012734,0.018445,0.18135,0.002585,0.012895,0.018646,0.176272,0.003637,104,85,43,545,1,0
50,1,4.179875,3.124315,1.05556,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=HighNoise,2.808485,0.090105,0.24115,0.14479,0.215422,2.252437,0.379846,0.14479,0.253973,0.180186,0.02625,0.840138,HighNoise,HighNoise-5-20260809-23:07:31-359440,0,HighNoise-5-20260809-23:07:31-359440|phase2|0,5,5,5,sha3,10,,,,1.476895,0.379846,0.014198,0.019968,0.235246,0.007895,0.013575,0.019407,0.178316,0.015831,104,85,43,545,1,0
51,1,3.952697,2.884773,1.067924,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,2.591885,0.085285,0.240961,0.137647,0.223502,2.108077,0.36079,0.137647,0.24244,0.166102,0.017594,0.844421,HighNoise,HighNoise-5-20260809-23:07:31-359440,1,HighNoise-5-20260809-23:07:31-359440|phase2|1,5,5,5,sha3,10,,,,1.474987,0.36079,0.013326,0.018917,0.180791,0.003257,0.013146,0.018988,0.189518,0.004148,104,85,43,545,1,0
52,1,3.982587,2.917708,1.064879,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,2.606163,0.085887,0.252816,0.147336,0.222889,2.121122,0.365037,0.147336,0.233663,0.219358,0.016873,0.841989,HighNoise,HighNoise-5-20260809-23:07:31-359440,2,HighNoise-5-20260809-23:07:31-359440|phase2|2,5,5,5,sha3,10,,,,1.537052,0.365037,0.013417,0.019267,0.189969,0.002786,0.013035,0.021872,0.177273,0.004799,104,85,43,545,1,0
